
1. Graph gelesen

1 : 2 3 4
10 : 8 9 12
11 : 9 13 14
12 : 10 15 16
13 : 11 15 16
14 : 11 15 16
15 : 12 13 14
16 : 12 13 14

10. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 8 9
8 : 6 7 10
9 : 7 11 12
10 : 8 11 12
11 : 9 10 13
12 : 9 10 14
13 : 11 15 16
14 : 12 15 16
15 : 13 14 16
16 : 13 14 15

11. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 8 9
8 : 6 7 10
9 : 7 11 12
10 : 8 11 13
11 : 9 10 12
12 : 9 11 14
13 : 10 15 16
14 : 12 15 16
15 : 13 14 16
16 : 13 14 15

12. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 8 9
8 : 6 7 10
9 : 7 11 12
10 : 8 11 13
11 : 9 10 14
12 : 9 13 15
13 : 10 12 16
14 : 11 15 16
15 : 12 14 16
16 : 13 14 15

13. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 8 9
8 : 6 7 10
9 : 7 11 12
10 : 8 11 13
11 : 9 10 14
12 : 9 14 15
13 : 10 15 16
14 : 11 12 16
15 : 12 13 16
16 : 13 14 15

14. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 8 9
8 : 6 7 10
9 : 7 11 12
10 : 8 11 13
11 : 9 10 14
12 : 9 15 16
13 : 10 15 16
14 : 11 15 16
15 : 12 13 14
16 : 12 13 14

15. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 8 9
8 : 6 7 10
9 : 7 11 12
10 : 8 13 14
11 : 9 12 13
12 : 9 11 15
13 : 10 11 16
14 : 10 15 16
15 : 12 14 16
16 : 13 14 15

16. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 8 9
8 : 6 7 10
9 : 7 11 12
10 : 8 13 14
11 : 9 12 15
12 : 9 11 15
13 : 10 14 16
14 : 10 13 16
15 : 11 12 16
16 : 13 14 15

17. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 8 9
8 : 6 7 10
9 : 7 11 12
10 : 8 13 14
11 : 9 12 15
12 : 9 11 16
13 : 10 14 15
14 : 10 13 16
15 : 11 13 16
16 : 12 14 15

18. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 8 9
8 : 6 7 10
9 : 7 11 12
10 : 8 13 14
11 : 9 12 15
12 : 9 11 16
13 : 10 15 16
14 : 10 15 16
15 : 11 13 14
16 : 12 13 14

19. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 8 9
8 : 6 7 10
9 : 7 11 12
10 : 8 13 14
11 : 9 13 14
12 : 9 15 16
13 : 10 11 15
14 : 10 11 16
15 : 12 13 16
16 : 12 14 15

20. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 8 9
8 : 6 7 10
9 : 7 11 12
10 : 8 13 14
11 : 9 13 15
12 : 9 14 15
13 : 10 11 16
14 : 10 12 16
15 : 11 12 16
16 : 13 14 15

21. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 8 9
8 : 6 7 10
9 : 7 11 12
10 : 8 13 14
11 : 9 13 15
12 : 9 14 16
13 : 10 11 15
14 : 10 12 16
15 : 11 13 16
16 : 12 14 15

22. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 8 9
8 : 6 7 10
9 : 7 11 12
10 : 8 13 14
11 : 9 13 15
12 : 9 14 16
13 : 10 11 16
14 : 10 12 15
15 : 11 14 16
16 : 12 13 15

23. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 8 9
8 : 6 7 10
9 : 7 11 12
10 : 8 13 14
11 : 9 13 15
12 : 9 15 16
13 : 10 11 16
14 : 10 15 16
15 : 11 12 14
16 : 12 13 14

24. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 10
9 : 7 8 11
10 : 7 8 11
11 : 9 10 12
12 : 11 13 14
13 : 12 15 16
14 : 12 15 16
15 : 13 14 16
16 : 13 14 15

25. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 10
9 : 7 8 11
10 : 7 8 12
11 : 9 12 13
12 : 10 11 14
13 : 11 15 16
14 : 12 15 16
15 : 13 14 16
16 : 13 14 15

26. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 10
9 : 7 8 11
10 : 7 8 12
11 : 9 13 14
12 : 10 13 15
13 : 11 12 16
14 : 11 15 16
15 : 12 14 16
16 : 13 14 15

27. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 10
9 : 7 8 11
10 : 7 8 12
11 : 9 13 14
12 : 10 15 16
13 : 11 14 15
14 : 11 13 16
15 : 12 13 16
16 : 12 14 15

28. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 10
9 : 7 8 11
10 : 7 8 12
11 : 9 13 14
12 : 10 15 16
13 : 11 15 16
14 : 11 15 16
15 : 12 13 14
16 : 12 13 14

29. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 10
10 : 7 9 11
11 : 8 10 12
12 : 11 13 14
13 : 12 15 16
14 : 12 15 16
15 : 13 14 16
16 : 13 14 15

30. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 10
10 : 7 9 12
11 : 8 12 13
12 : 10 11 14
13 : 11 15 16
14 : 12 15 16
15 : 13 14 16
16 : 13 14 15

31. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 10
10 : 7 9 12
11 : 8 13 14
12 : 10 13 15
13 : 11 12 16
14 : 11 15 16
15 : 12 14 16
16 : 13 14 15

32. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 10
10 : 7 9 12
11 : 8 13 14
12 : 10 15 16
13 : 11 14 15
14 : 11 13 16
15 : 12 13 16
16 : 12 14 15

33. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 10
10 : 7 9 12
11 : 8 13 14
12 : 10 15 16
13 : 11 15 16
14 : 11 15 16
15 : 12 13 14
16 : 12 13 14

34. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 11 12
11 : 8 10 13
12 : 9 10 14
13 : 11 15 16
14 : 12 15 16
15 : 13 14 16
16 : 13 14 15

35. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 11 13
11 : 8 10 13
12 : 9 14 15
13 : 10 11 16
14 : 12 15 16
15 : 12 14 16
16 : 13 14 15

36. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 11 13
11 : 8 10 14
12 : 9 13 15
13 : 10 12 16
14 : 11 15 16
15 : 12 14 16
16 : 13 14 15

37. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 11 13
11 : 8 10 14
12 : 9 15 16
13 : 10 14 15
14 : 11 13 16
15 : 12 13 16
16 : 12 14 15

38. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 11 13
11 : 8 10 14
12 : 9 15 16
13 : 10 15 16
14 : 11 15 16
15 : 12 13 14
16 : 12 13 14

39. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 12 13
11 : 8 12 14
12 : 9 10 11
13 : 10 15 16
14 : 11 15 16
15 : 13 14 16
16 : 13 14 15

40. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 12 13
11 : 8 13 14
12 : 9 10 15
13 : 10 11 16
14 : 11 15 16
15 : 12 14 16
16 : 13 14 15

41. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 12 13
11 : 8 14 15
12 : 9 10 13
13 : 10 12 16
14 : 11 15 16
15 : 11 14 16
16 : 13 14 15

42. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 12 13
11 : 8 14 15
12 : 9 10 14
13 : 10 15 16
14 : 11 12 16
15 : 11 13 16
16 : 13 14 15

43. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 12 13
11 : 8 14 15
12 : 9 10 16
13 : 10 14 15
14 : 11 13 16
15 : 11 13 16
16 : 12 14 15

44. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 12 13
11 : 8 14 15
12 : 9 10 16
13 : 10 14 16
14 : 11 13 15
15 : 11 14 16
16 : 12 13 15

45. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 13 14
11 : 8 13 14
12 : 9 15 16
13 : 10 11 15
14 : 10 11 16
15 : 12 13 16
16 : 12 14 15

46. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 13 14
11 : 8 13 15
12 : 9 13 16
13 : 10 11 12
14 : 10 15 16
15 : 11 14 16
16 : 12 14 15

47. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 13 14
11 : 8 13 15
12 : 9 14 15
13 : 10 11 16
14 : 10 12 16
15 : 11 12 16
16 : 13 14 15

48. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 13 14
11 : 8 13 15
12 : 9 14 16
13 : 10 11 15
14 : 10 12 16
15 : 11 13 16
16 : 12 14 15

49. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 13 14
11 : 8 13 15
12 : 9 14 16
13 : 10 11 16
14 : 10 12 15
15 : 11 14 16
16 : 12 13 15

50. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 13 14
11 : 8 15 16
12 : 9 13 14
13 : 10 12 15
14 : 10 12 16
15 : 11 13 16
16 : 11 14 15

51. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 13 14
11 : 8 15 16
12 : 9 13 15
13 : 10 12 14
14 : 10 13 16
15 : 11 12 16
16 : 11 14 15

52. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 9 11
9 : 7 8 12
10 : 7 13 14
11 : 8 15 16
12 : 9 13 15
13 : 10 12 16
14 : 10 15 16
15 : 11 12 14
16 : 11 13 14

53. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 11
10 : 7 9 11
11 : 8 9 10
12 : 8 13 14
13 : 12 15 16
14 : 12 15 16
15 : 13 14 16
16 : 13 14 15

54. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 11
10 : 7 9 12
11 : 8 9 13
12 : 8 10 14
13 : 11 15 16
14 : 12 15 16
15 : 13 14 16
16 : 13 14 15

55. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 11
10 : 7 9 13
11 : 8 9 12
12 : 8 11 14
13 : 10 15 16
14 : 12 15 16
15 : 13 14 16
16 : 13 14 15

56. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 11
10 : 7 9 13
11 : 8 9 13
12 : 8 14 15
13 : 10 11 16
14 : 12 15 16
15 : 12 14 16
16 : 13 14 15

57. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 11
10 : 7 9 13
11 : 8 9 14
12 : 8 13 15
13 : 10 12 16
14 : 11 15 16
15 : 12 14 16
16 : 13 14 15

58. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 11
10 : 7 9 13
11 : 8 9 14
12 : 8 14 15
13 : 10 15 16
14 : 11 12 16
15 : 12 13 16
16 : 13 14 15

59. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 11
10 : 7 9 13
11 : 8 9 14
12 : 8 15 16
13 : 10 14 15
14 : 11 13 16
15 : 12 13 16
16 : 12 14 15

60. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 11
10 : 7 9 13
11 : 8 9 14
12 : 8 15 16
13 : 10 15 16
14 : 11 15 16
15 : 12 13 14
16 : 12 13 14

61. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 13
10 : 7 9 13
11 : 8 12 14
12 : 8 11 15
13 : 9 10 16
14 : 11 15 16
15 : 12 14 16
16 : 13 14 15

62. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 13
10 : 7 9 13
11 : 8 13 14
12 : 8 15 16
13 : 9 10 11
14 : 11 15 16
15 : 12 14 16
16 : 12 14 15

63. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 13
10 : 7 9 13
11 : 8 14 15
12 : 8 14 15
13 : 9 10 16
14 : 11 12 16
15 : 11 12 16
16 : 13 14 15

64. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 13
10 : 7 9 13
11 : 8 14 15
12 : 8 14 16
13 : 9 10 15
14 : 11 12 16
15 : 11 13 16
16 : 12 14 15

65. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 13
10 : 7 9 14
11 : 8 12 13
12 : 8 11 15
13 : 9 11 16
14 : 10 15 16
15 : 12 14 16
16 : 13 14 15

66. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 13
10 : 7 9 14
11 : 8 12 15
12 : 8 11 16
13 : 9 14 15
14 : 10 13 16
15 : 11 13 16
16 : 12 14 15

67. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 13
10 : 7 9 14
11 : 8 12 15
12 : 8 11 16
13 : 9 15 16
14 : 10 15 16
15 : 11 13 14
16 : 12 13 14

68. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 13
10 : 7 9 14
11 : 8 13 14
12 : 8 15 16
13 : 9 11 15
14 : 10 11 16
15 : 12 13 16
16 : 12 14 15

69. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 13
10 : 7 9 14
11 : 8 13 15
12 : 8 13 16
13 : 9 11 12
14 : 10 15 16
15 : 11 14 16
16 : 12 14 15

70. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 13
10 : 7 9 14
11 : 8 13 15
12 : 8 14 15
13 : 9 11 16
14 : 10 12 16
15 : 11 12 16
16 : 13 14 15

71. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 13
10 : 7 9 14
11 : 8 13 15
12 : 8 14 16
13 : 9 11 15
14 : 10 12 16
15 : 11 13 16
16 : 12 14 15

72. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 13
10 : 7 9 14
11 : 8 13 15
12 : 8 14 16
13 : 9 11 16
14 : 10 12 15
15 : 11 14 16
16 : 12 13 15

73. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 13
10 : 7 9 14
11 : 8 13 15
12 : 8 15 16
13 : 9 11 14
14 : 10 13 16
15 : 11 12 16
16 : 12 14 15

74. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 13
10 : 7 9 14
11 : 8 13 15
12 : 8 15 16
13 : 9 11 16
14 : 10 15 16
15 : 11 12 14
16 : 12 13 14

75. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 10 13
10 : 7 9 14
11 : 8 15 16
12 : 8 15 16
13 : 9 14 15
14 : 10 13 16
15 : 11 12 13
16 : 11 12 14

76. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 11 12
10 : 7 11 13
11 : 8 9 10
12 : 8 9 14
13 : 10 15 16
14 : 12 15 16
15 : 13 14 16
16 : 13 14 15

77. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 11 12
10 : 7 13 14
11 : 8 9 13
12 : 8 9 15
13 : 10 11 16
14 : 10 15 16
15 : 12 14 16
16 : 13 14 15

78. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 11 12
10 : 7 13 14
11 : 8 9 15
12 : 8 9 15
13 : 10 14 16
14 : 10 13 16
15 : 11 12 16
16 : 13 14 15

79. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 11 12
10 : 7 13 14
11 : 8 9 15
12 : 8 9 16
13 : 10 14 15
14 : 10 13 16
15 : 11 13 16
16 : 12 14 15

80. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 11 12
10 : 7 13 14
11 : 8 9 15
12 : 8 9 16
13 : 10 15 16
14 : 10 15 16
15 : 11 13 14
16 : 12 13 14

81. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
4 : 1 2 5
5 : 3 4 6
6 : 5 7 8
7 : 6 9 10
8 : 6 11 12
9 : 7 11 13
10 : 7 12 13
11 : 8 9 14
12 : 8 10 15
13 : 9 10 16
14 : 11 15 16
15 : 12 14 16
16 : 13 14 15

82. Graph gelesen

1 : 2 3 4
2 : 1 3 4
3 : 1 2 5
