
1. Graph gelesen

1 : 2 3 4 5 6
1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 6 8 9
4 : 1 2 6 8 10
5 : 1 2 7 8 9
6 : 1 3 4 9 10
7 : 2 5 8 9 10
8 : 3 4 5 7 10
9 : 3 5 6 7 10
10 : 4 6 7 8 9

44. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 6 8 9
4 : 1 2 6 8 10
5 : 1 2 7 9 10
6 : 1 3 4 9 10
7 : 2 5 8 9 10
8 : 3 4 7 9 10
9 : 3 5 6 7 8
10 : 4 5 6 7 8

45. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 6 8 9
4 : 1 2 6 8 10
5 : 1 2 8 9 10
6 : 1 3 4 7 9
7 : 2 6 8 9 10
8 : 3 4 5 7 10
9 : 3 5 6 7 10
10 : 4 5 7 8 9

46. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 6 8 9
4 : 1 2 7 8 9
5 : 1 2 8 9 10
6 : 1 3 7 8 10
7 : 2 4 6 9 10
8 : 3 4 5 6 10
9 : 3 4 5 7 10
10 : 5 6 7 8 9

47. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 6 8 9
4 : 1 2 7 8 10
5 : 1 2 8 9 10
6 : 1 3 7 8 9
7 : 2 4 6 9 10
8 : 3 4 5 6 10
9 : 3 5 6 7 10
10 : 4 5 7 8 9

48. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 6 8 9
4 : 1 2 7 8 10
5 : 1 2 8 9 10
6 : 1 3 7 8 10
7 : 2 4 6 9 10
8 : 3 4 5 6 9
9 : 3 5 7 8 10
10 : 4 5 6 7 9

49. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 6 8 9
4 : 1 2 7 8 10
5 : 1 2 8 9 10
6 : 1 3 7 9 10
7 : 2 4 6 9 10
8 : 3 4 5 9 10
9 : 3 5 6 7 8
10 : 4 5 6 7 8

50. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 6 8 9
4 : 1 2 7 8 10
5 : 1 2 8 9 10
6 : 1 3 8 9 10
7 : 2 4 8 9 10
8 : 3 4 5 6 7
9 : 3 5 6 7 10
10 : 4 5 6 7 9

51. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 6 8 9
4 : 1 2 8 9 10
5 : 1 2 8 9 10
6 : 1 3 7 8 10
7 : 2 6 8 9 10
8 : 3 4 5 6 7
9 : 3 4 5 7 10
10 : 4 5 6 7 9

52. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 8 9 10
4 : 1 2 8 9 10
5 : 1 2 8 9 10
6 : 1 7 8 9 10
7 : 2 6 8 9 10
8 : 3 4 5 6 7
9 : 3 4 5 6 7
10 : 3 4 5 6 7

53. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 9 10
6 : 1 7 8 9 10
7 : 2 3 6 8 9
8 : 2 4 6 7 10
9 : 3 5 6 7 10
10 : 4 5 6 8 9

54. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 8 10
5 : 1 3 4 9 10
6 : 1 7 8 9 10
7 : 2 3 6 8 10
8 : 2 4 6 7 9
9 : 3 5 6 8 10
10 : 4 5 6 7 9

55. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 5 9 10
5 : 1 3 4 8 10
6 : 1 7 8 9 10
7 : 2 3 6 8 10
8 : 2 5 6 7 9
9 : 3 4 6 8 10
10 : 4 5 6 7 9

56. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 6 8 9
5 : 1 3 6 8 10
6 : 1 4 5 7 10
7 : 2 3 6 9 10
8 : 2 4 5 9 10
9 : 3 4 7 8 10
10 : 5 6 7 8 9

57. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 7 9
4 : 1 2 6 8 9
5 : 1 3 6 8 10
6 : 1 4 5 9 10
7 : 2 3 8 9 10
8 : 2 4 5 7 10
9 : 3 4 6 7 10
10 : 5 6 7 8 9

58. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 9 10
4 : 1 2 5 9 10
5 : 1 3 4 7 8
6 : 1 7 8 9 10
7 : 2 5 6 9 10
8 : 2 5 6 9 10
9 : 3 4 6 7 8
10 : 3 4 6 7 8

59. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 7 8
3 : 1 2 5 9 10
4 : 1 2 7 9 10
5 : 1 3 7 8 9
6 : 1 7 8 9 10
7 : 2 4 5 6 10
8 : 2 5 6 9 10
9 : 3 4 5 6 8
10 : 3 4 6 7 8

60. Graph gelesen

1 : 2 3 4 5 6
2 : 1 7 8 9 10
3 : 1 7 8 9 10
4 : 1 7 8 9 10
5 : 1 7 8 9 10
6 : 1 7 8 9 10
7 : 2 3 4 5 6
8 : 2 3 4 5 6
9 : 2 3 4 5 6
10 : 2 3 4 5 6
