
1. Graph gelesen

1 : 2 3 4 5
7 : 5 6 9 10
8 : 5 6 11 12
9 : 7 10 11 12
10 : 7 9 11 12
11 : 8 9 10 12
12 : 8 9 10 11

13. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 9
7 : 5 6 8 10
8 : 5 7 11 12
9 : 6 10 11 12
10 : 7 9 11 12
11 : 8 9 10 12
12 : 8 9 10 11

14. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 9
7 : 5 6 10 11
8 : 5 9 10 12
9 : 6 8 11 12
10 : 7 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

15. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 9
7 : 5 6 10 11
8 : 5 10 11 12
9 : 6 10 11 12
10 : 7 8 9 12
11 : 7 8 9 12
12 : 8 9 10 11

16. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 9 10
8 : 5 7 11 12
9 : 6 7 11 12
10 : 6 7 11 12
11 : 8 9 10 12
12 : 8 9 10 11

17. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 9 11
8 : 5 7 10 12
9 : 6 7 11 12
10 : 6 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

18. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 9 11
8 : 5 7 11 12
9 : 6 7 10 12
10 : 6 9 11 12
11 : 7 8 10 12
12 : 8 9 10 11

19. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 11 12
8 : 5 7 11 12
9 : 6 10 11 12
10 : 6 9 11 12
11 : 7 8 9 10
12 : 7 8 9 10

20. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 9 10 11
8 : 5 9 11 12
9 : 6 7 8 12
10 : 6 7 11 12
11 : 7 8 10 12
12 : 8 9 10 11

21. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 9 11 12
8 : 5 10 11 12
9 : 6 7 11 12
10 : 6 8 11 12
11 : 7 8 9 10
12 : 7 8 9 10

22. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 7
6 : 3 5 8 9
7 : 4 5 8 10
8 : 6 7 11 12
9 : 6 10 11 12
10 : 7 9 11 12
11 : 8 9 10 12
12 : 8 9 10 11

23. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 7
6 : 3 5 8 9
7 : 4 5 10 11
8 : 6 9 10 12
9 : 6 8 11 12
10 : 7 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

24. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 7
6 : 3 5 8 9
7 : 4 5 10 11
8 : 6 10 11 12
9 : 6 10 11 12
10 : 7 8 9 12
11 : 7 8 9 12
12 : 8 9 10 11

25. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 7 9
7 : 4 6 8 10
8 : 5 7 11 12
9 : 6 10 11 12
10 : 7 9 11 12
11 : 8 9 10 12
12 : 8 9 10 11

26. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 7 9
7 : 4 6 9 10
8 : 5 10 11 12
9 : 6 7 11 12
10 : 7 8 11 12
11 : 8 9 10 12
12 : 8 9 10 11

27. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 7 9
7 : 4 6 10 11
8 : 5 9 10 12
9 : 6 8 11 12
10 : 7 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

28. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 7 9
7 : 4 6 10 11
8 : 5 10 11 12
9 : 6 10 11 12
10 : 7 8 9 12
11 : 7 8 9 12
12 : 8 9 10 11

29. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 8 9
7 : 4 9 10 11
8 : 5 6 10 12
9 : 6 7 11 12
10 : 7 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

30. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 8 9
7 : 4 10 11 12
8 : 5 6 9 10
9 : 6 8 11 12
10 : 7 8 11 12
11 : 7 9 10 12
12 : 7 9 10 11

31. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 8 9
7 : 4 10 11 12
8 : 5 6 10 11
9 : 6 10 11 12
10 : 7 8 9 12
11 : 7 8 9 12
12 : 7 9 10 11

32. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 9 10
7 : 4 8 9 10
8 : 5 7 11 12
9 : 6 7 11 12
10 : 6 7 11 12
11 : 8 9 10 12
12 : 8 9 10 11

33. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 9 10
7 : 4 8 9 11
8 : 5 7 10 12
9 : 6 7 11 12
10 : 6 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

34. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 9 10
7 : 4 8 9 11
8 : 5 7 11 12
9 : 6 7 10 12
10 : 6 9 11 12
11 : 7 8 10 12
12 : 8 9 10 11

35. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 9 10
7 : 4 8 11 12
8 : 5 7 9 10
9 : 6 8 11 12
10 : 6 8 11 12
11 : 7 9 10 12
12 : 7 9 10 11

36. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 9 10
7 : 4 8 11 12
8 : 5 7 9 11
9 : 6 8 10 12
10 : 6 9 11 12
11 : 7 8 10 12
12 : 7 9 10 11

37. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 9 10
7 : 4 8 11 12
8 : 5 7 11 12
9 : 6 10 11 12
10 : 6 9 11 12
11 : 7 8 9 10
12 : 7 8 9 10

38. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 9 10
7 : 4 9 10 11
8 : 5 9 11 12
9 : 6 7 8 12
10 : 6 7 11 12
11 : 7 8 10 12
12 : 8 9 10 11

39. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 9 10
7 : 4 9 11 12
8 : 5 9 10 11
9 : 6 7 8 12
10 : 6 8 11 12
11 : 7 8 10 12
12 : 7 9 10 11

40. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 9 10
7 : 4 9 11 12
8 : 5 9 11 12
9 : 6 7 8 10
10 : 6 9 11 12
11 : 7 8 10 12
12 : 7 8 10 11

41. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 9 10
7 : 4 9 11 12
8 : 5 10 11 12
9 : 6 7 10 11
10 : 6 8 9 12
11 : 7 8 9 12
12 : 7 8 10 11

42. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 6 8
6 : 3 5 9 10
7 : 4 9 11 12
8 : 5 10 11 12
9 : 6 7 11 12
10 : 6 8 11 12
11 : 7 8 9 10
12 : 7 8 9 10

43. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 7 8 9
7 : 4 6 10 11
8 : 5 6 10 12
9 : 5 6 11 12
10 : 7 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

44. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 7 8 10
7 : 4 6 8 11
8 : 5 6 7 12
9 : 5 10 11 12
10 : 6 9 11 12
11 : 7 9 10 12
12 : 8 9 10 11

45. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 7 8 10
7 : 4 6 9 10
8 : 5 6 11 12
9 : 5 7 11 12
10 : 6 7 11 12
11 : 8 9 10 12
12 : 8 9 10 11

46. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 7 8 10
7 : 4 6 9 11
8 : 5 6 10 12
9 : 5 7 11 12
10 : 6 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

47. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 7 8 10
7 : 4 6 9 11
8 : 5 6 11 12
9 : 5 7 10 12
10 : 6 9 11 12
11 : 7 8 10 12
12 : 8 9 10 11

48. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 7 8 10
7 : 4 6 10 11
8 : 5 6 9 12
9 : 5 8 11 12
10 : 6 7 11 12
11 : 7 9 10 12
12 : 8 9 10 11

49. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 7 8 10
7 : 4 6 10 11
8 : 5 6 11 12
9 : 5 10 11 12
10 : 6 7 9 12
11 : 7 8 9 12
12 : 8 9 10 11

50. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 7 8 10
7 : 4 6 11 12
8 : 5 6 9 10
9 : 5 8 11 12
10 : 6 8 11 12
11 : 7 9 10 12
12 : 7 9 10 11

51. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 7 8 10
7 : 4 6 11 12
8 : 5 6 9 11
9 : 5 8 10 12
10 : 6 9 11 12
11 : 7 8 10 12
12 : 7 9 10 11

52. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 7 8 10
7 : 4 6 11 12
8 : 5 6 10 11
9 : 5 10 11 12
10 : 6 8 9 12
11 : 7 8 9 12
12 : 7 9 10 11

53. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 7 8 10
7 : 4 6 11 12
8 : 5 6 11 12
9 : 5 10 11 12
10 : 6 9 11 12
11 : 7 8 9 10
12 : 7 8 9 10

54. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 7 10 11
7 : 4 6 10 11
8 : 5 9 10 12
9 : 5 8 11 12
10 : 6 7 8 12
11 : 6 7 9 12
12 : 8 9 10 11

55. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 7 10 11
7 : 4 6 10 12
8 : 5 9 10 11
9 : 5 8 11 12
10 : 6 7 8 12
11 : 6 8 9 12
12 : 7 9 10 11

56. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 7 10 11
7 : 4 6 10 12
8 : 5 9 11 12
9 : 5 8 11 12
10 : 6 7 11 12
11 : 6 8 9 10
12 : 7 8 9 10

57. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 7 10 11
7 : 4 6 10 12
8 : 5 10 11 12
9 : 5 10 11 12
10 : 6 7 8 9
11 : 6 8 9 12
12 : 7 8 9 11

58. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 9 10
7 : 4 8 10 11
8 : 5 6 7 12
9 : 5 6 11 12
10 : 6 7 11 12
11 : 7 9 10 12
12 : 8 9 10 11

59. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 9 10
7 : 4 8 11 12
8 : 5 6 7 10
9 : 5 6 11 12
10 : 6 8 11 12
11 : 7 9 10 12
12 : 7 9 10 11

60. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 9 10
7 : 4 8 11 12
8 : 5 6 7 11
9 : 5 6 10 12
10 : 6 9 11 12
11 : 7 8 10 12
12 : 7 9 10 11

61. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 9 10
7 : 4 10 11 12
8 : 5 6 9 11
9 : 5 6 8 12
10 : 6 7 11 12
11 : 7 8 10 12
12 : 7 9 10 11

62. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 9 10
7 : 4 10 11 12
8 : 5 6 10 11
9 : 5 6 11 12
10 : 6 7 8 12
11 : 7 8 9 12
12 : 7 9 10 11

63. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 9 10
7 : 4 10 11 12
8 : 5 6 11 12
9 : 5 6 11 12
10 : 6 7 11 12
11 : 7 8 9 10
12 : 7 8 9 10

64. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 10 11
7 : 4 8 10 11
8 : 5 6 7 12
9 : 5 10 11 12
10 : 6 7 9 12
11 : 6 7 9 12
12 : 8 9 10 11

65. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 10 11
7 : 4 8 10 12
8 : 5 6 7 9
9 : 5 8 11 12
10 : 6 7 11 12
11 : 6 9 10 12
12 : 7 9 10 11

66. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 10 11
7 : 4 8 10 12
8 : 5 6 7 11
9 : 5 10 11 12
10 : 6 7 9 12
11 : 6 8 9 12
12 : 7 9 10 11

67. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 10 11
7 : 4 9 10 11
8 : 5 6 9 12
9 : 5 7 8 12
10 : 6 7 11 12
11 : 6 7 10 12
12 : 8 9 10 11

68. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 10 11
7 : 4 9 10 11
8 : 5 6 10 12
9 : 5 7 11 12
10 : 6 7 8 12
11 : 6 7 9 12
12 : 8 9 10 11

69. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 10 11
7 : 4 9 10 12
8 : 5 6 9 11
9 : 5 7 8 12
10 : 6 7 11 12
11 : 6 8 10 12
12 : 7 9 10 11

70. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 10 11
7 : 4 9 10 12
8 : 5 6 9 12
9 : 5 7 8 11
10 : 6 7 11 12
11 : 6 9 10 12
12 : 7 8 10 11

71. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 10 11
7 : 4 9 10 12
8 : 5 6 10 11
9 : 5 7 11 12
10 : 6 7 8 12
11 : 6 8 9 12
12 : 7 9 10 11

72. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 10 11
7 : 4 9 10 12
8 : 5 6 10 12
9 : 5 7 11 12
10 : 6 7 8 11
11 : 6 9 10 12
12 : 7 8 9 11

73. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 10 11
7 : 4 9 10 12
8 : 5 6 11 12
9 : 5 7 11 12
10 : 6 7 11 12
11 : 6 8 9 10
12 : 7 8 9 10

74. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 10 11
7 : 4 10 11 12
8 : 5 6 9 10
9 : 5 8 11 12
10 : 6 7 8 12
11 : 6 7 9 12
12 : 7 9 10 11

75. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 10 11
7 : 4 10 11 12
8 : 5 6 9 12
9 : 5 8 10 11
10 : 6 7 9 12
11 : 6 7 9 12
12 : 7 8 10 11

76. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 10 11
7 : 4 10 11 12
8 : 5 6 9 12
9 : 5 8 10 12
10 : 6 7 9 11
11 : 6 7 10 12
12 : 7 8 9 11

77. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 8 10 11
7 : 4 10 11 12
8 : 5 6 10 12
9 : 5 10 11 12
10 : 6 7 8 9
11 : 6 7 9 12
12 : 7 8 9 11

78. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 10 11 12
7 : 4 10 11 12
8 : 5 9 10 11
9 : 5 8 10 12
10 : 6 7 8 9
11 : 6 7 8 12
12 : 6 7 9 11

79. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 7
5 : 1 2 8 9
6 : 3 10 11 12
7 : 4 10 11 12
8 : 5 10 11 12
9 : 5 10 11 12
10 : 6 7 8 9
11 : 6 7 8 9
12 : 6 7 8 9

80. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 6 7
4 : 1 2 6 7
5 : 1 2 6 8
6 : 3 4 5 9
7 : 3 4 10 11
8 : 5 9 10 12
9 : 6 8 11 12
10 : 7 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

81. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 6 7
4 : 1 2 6 7
5 : 1 2 6 8
6 : 3 4 5 9
7 : 3 4 10 11
8 : 5 10 11 12
9 : 6 10 11 12
10 : 7 8 9 12
11 : 7 8 9 12
12 : 8 9 10 11

82. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 6 7
4 : 1 2 6 7
5 : 1 2 8 9
6 : 3 4 7 10
7 : 3 4 6 11
8 : 5 9 10 12
9 : 5 8 11 12
10 : 6 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

83. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 6 7
4 : 1 2 6 7
5 : 1 2 8 9
6 : 3 4 7 10
7 : 3 4 6 11
8 : 5 10 11 12
9 : 5 10 11 12
10 : 6 8 9 12
11 : 7 8 9 12
12 : 8 9 10 11

84. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 6 7
4 : 1 2 6 7
5 : 1 2 8 9
6 : 3 4 8 9
7 : 3 4 10 11
8 : 5 6 10 12
9 : 5 6 11 12
10 : 7 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

85. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 6 7
4 : 1 2 6 7
5 : 1 2 8 9
6 : 3 4 8 10
7 : 3 4 8 11
8 : 5 6 7 12
9 : 5 10 11 12
10 : 6 9 11 12
11 : 7 9 10 12
12 : 8 9 10 11

86. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 6 7
4 : 1 2 6 7
5 : 1 2 8 9
6 : 3 4 8 10
7 : 3 4 9 10
8 : 5 6 11 12
9 : 5 7 11 12
10 : 6 7 11 12
11 : 8 9 10 12
12 : 8 9 10 11

87. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 6 7
4 : 1 2 6 7
5 : 1 2 8 9
6 : 3 4 8 10
7 : 3 4 9 11
8 : 5 6 10 12
9 : 5 7 11 12
10 : 6 8 11 12
11 : 7 9 10 12
12 : 8 9 10 11

88. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 6 7
4 : 1 2 6 7
5 : 1 2 8 9
6 : 3 4 8 10
7 : 3 4 9 11
8 : 5 6 11 12
9 : 5 7 10 12
10 : 6 9 11 12
11 : 7 8 10 12
12 : 8 9 10 11

89. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 6 7
4 : 1 2 6 7
5 : 1 2 8 9
6 : 3 4 8 10
7 : 3 4 10 11
8 : 5 6 9 12
9 : 5 8 11 12
10 : 6 7 11 12
11 : 7 9 10 12
12 : 8 9 10 11

90. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 6 7
4 : 1 2 6 7
5 : 1 2 8 9
6 : 3 4 8 10
