
1. Graph gelesen

1 : 2 3 4 5
10 : 7 11 12 13
11 : 8 9 10 13
12 : 8 9 10 13
13 : 9 10 11 12

12. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 7 8 9
7 : 5 6 10 11
8 : 6 9 10 11
9 : 6 8 12 13
10 : 7 8 12 13
11 : 7 8 12 13
12 : 9 10 11 13
13 : 9 10 11 12

13. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 7 8 9
7 : 5 6 10 11
8 : 6 9 10 12
9 : 6 8 11 13
10 : 7 8 12 13
11 : 7 9 12 13
12 : 8 10 11 13
13 : 9 10 11 12

14. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 7 8 9
7 : 5 6 10 11
8 : 6 9 10 12
9 : 6 8 12 13
10 : 7 8 11 13
11 : 7 10 12 13
12 : 8 9 11 13
13 : 9 10 11 12

15. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 7 8 9
7 : 5 6 10 11
8 : 6 9 12 13
9 : 6 8 12 13
10 : 7 11 12 13
11 : 7 10 12 13
12 : 8 9 10 11
13 : 8 9 10 11

16. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 7 8 9
7 : 5 6 10 11
8 : 6 10 11 12
9 : 6 10 12 13
10 : 7 8 9 13
11 : 7 8 12 13
12 : 8 9 11 13
13 : 9 10 11 12

17. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 7 8 9
7 : 5 6 10 11
8 : 6 10 12 13
9 : 6 11 12 13
10 : 7 8 12 13
11 : 7 9 12 13
12 : 8 9 10 11
13 : 8 9 10 11

18. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 8 9 10
8 : 6 7 11 12
9 : 6 7 11 13
10 : 6 7 12 13
11 : 8 9 12 13
12 : 8 10 11 13
13 : 9 10 11 12

19. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 8 9 11
8 : 6 7 9 12
9 : 6 7 8 13
10 : 6 11 12 13
11 : 7 10 12 13
12 : 8 10 11 13
13 : 9 10 11 12

20. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 8 9 11
8 : 6 7 10 11
9 : 6 7 12 13
10 : 6 8 12 13
11 : 7 8 12 13
12 : 9 10 11 13
13 : 9 10 11 12

21. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 8 9 11
8 : 6 7 10 12
9 : 6 7 11 13
10 : 6 8 12 13
11 : 7 9 12 13
12 : 8 10 11 13
13 : 9 10 11 12

22. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 8 9 11
8 : 6 7 10 12
9 : 6 7 12 13
10 : 6 8 11 13
11 : 7 10 12 13
12 : 8 9 11 13
13 : 9 10 11 12

23. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 8 9 11
8 : 6 7 12 13
9 : 6 7 12 13
10 : 6 11 12 13
11 : 7 10 12 13
12 : 8 9 10 11
13 : 8 9 10 11

24. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 8 11 12
8 : 6 7 9 10
9 : 6 8 11 13
10 : 6 8 12 13
11 : 7 9 12 13
12 : 7 10 11 13
13 : 9 10 11 12

25. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 8 11 12
8 : 6 7 9 11
9 : 6 8 10 13
10 : 6 9 12 13
11 : 7 8 12 13
12 : 7 10 11 13
13 : 9 10 11 12

26. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 8 11 12
8 : 6 7 9 11
9 : 6 8 12 13
10 : 6 11 12 13
11 : 7 8 10 13
12 : 7 9 10 13
13 : 9 10 11 12

27. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 8 11 12
8 : 6 7 9 13
9 : 6 8 10 11
10 : 6 9 12 13
11 : 7 9 12 13
12 : 7 10 11 13
13 : 8 10 11 12

28. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 8 11 12
8 : 6 7 9 13
9 : 6 8 10 13
10 : 6 9 11 12
11 : 7 10 12 13
12 : 7 10 11 13
13 : 8 9 11 12

29. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 8 11 12
8 : 6 7 9 13
9 : 6 8 11 12
10 : 6 11 12 13
11 : 7 9 10 13
12 : 7 9 10 13
13 : 8 10 11 12

30. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 8 11 12
8 : 6 7 9 13
9 : 6 8 11 13
10 : 6 11 12 13
11 : 7 9 10 12
12 : 7 10 11 13
13 : 8 9 10 12

31. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 11 12 13
8 : 6 9 10 11
9 : 6 8 10 12
10 : 6 8 9 13
11 : 7 8 12 13
12 : 7 9 11 13
13 : 7 10 11 12

32. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 11 12 13
8 : 6 9 10 11
9 : 6 8 11 12
10 : 6 8 12 13
11 : 7 8 9 13
12 : 7 9 10 13
13 : 7 10 11 12

33. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 11 12 13
8 : 6 9 10 11
9 : 6 8 12 13
10 : 6 8 12 13
11 : 7 8 12 13
12 : 7 9 10 11
13 : 7 9 10 11

34. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 11 12 13
8 : 6 9 11 12
9 : 6 8 11 13
10 : 6 11 12 13
11 : 7 8 9 10
12 : 7 8 10 13
13 : 7 9 10 12

35. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 5
4 : 1 2 3 6
5 : 1 2 3 7
6 : 4 8 9 10
7 : 5 11 12 13
8 : 6 11 12 13
9 : 6 11 12 13
10 : 6 11 12 13
11 : 7 8 9 10
12 : 7 8 9 10
13 : 7 8 9 10

36. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 6 7
6 : 3 4 5 7
7 : 5 6 8 9
8 : 7 9 10 11
9 : 7 8 12 13
10 : 8 11 12 13
11 : 8 10 12 13
12 : 9 10 11 13
13 : 9 10 11 12

37. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 6 7
6 : 3 4 5 7
7 : 5 6 8 9
8 : 7 10 11 12
9 : 7 10 11 13
10 : 8 9 12 13
11 : 8 9 12 13
12 : 8 10 11 13
13 : 9 10 11 12

38. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 6 7
6 : 3 4 5 8
7 : 5 8 9 10
8 : 6 7 9 11
9 : 7 8 12 13
10 : 7 11 12 13
11 : 8 10 12 13
12 : 9 10 11 13
13 : 9 10 11 12

39. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 6 7
6 : 3 4 5 8
7 : 5 8 9 10
8 : 6 7 11 12
9 : 7 10 11 13
10 : 7 9 12 13
11 : 8 9 12 13
12 : 8 10 11 13
13 : 9 10 11 12

40. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 6 7
6 : 3 4 5 8
7 : 5 8 9 10
8 : 6 7 11 12
9 : 7 11 12 13
10 : 7 11 12 13
11 : 8 9 10 13
12 : 8 9 10 13
13 : 9 10 11 12

41. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 6 7
6 : 3 4 5 8
7 : 5 9 10 11
8 : 6 9 10 11
9 : 7 8 12 13
10 : 7 8 12 13
11 : 7 8 12 13
12 : 9 10 11 13
13 : 9 10 11 12

42. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 6 7
6 : 3 4 5 8
7 : 5 9 10 11
8 : 6 9 10 12
9 : 7 8 11 13
10 : 7 8 12 13
11 : 7 9 12 13
12 : 8 10 11 13
13 : 9 10 11 12

43. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 6 7
6 : 3 4 5 8
7 : 5 9 10 11
8 : 6 9 12 13
9 : 7 8 10 11
10 : 7 9 12 13
11 : 7 9 12 13
12 : 8 10 11 13
13 : 8 10 11 12

44. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 6 7
6 : 3 4 5 8
7 : 5 9 10 11
8 : 6 9 12 13
9 : 7 8 10 12
10 : 7 9 11 13
11 : 7 10 12 13
12 : 8 9 11 13
13 : 8 10 11 12

45. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 8
7 : 5 6 9 10
8 : 5 6 9 11
9 : 7 8 12 13
10 : 7 11 12 13
11 : 8 10 12 13
12 : 9 10 11 13
13 : 9 10 11 12

46. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 8
7 : 5 6 9 10
8 : 5 6 11 12
9 : 7 10 11 13
10 : 7 9 12 13
11 : 8 9 12 13
12 : 8 10 11 13
13 : 9 10 11 12

47. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 8
7 : 5 6 9 10
8 : 5 6 11 12
9 : 7 11 12 13
10 : 7 11 12 13
11 : 8 9 10 13
12 : 8 9 10 13
13 : 9 10 11 12

48. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 9
7 : 5 6 8 9
8 : 5 7 10 11
9 : 6 7 12 13
10 : 8 11 12 13
11 : 8 10 12 13
12 : 9 10 11 13
13 : 9 10 11 12

49. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 9
7 : 5 6 8 10
8 : 5 7 9 11
9 : 6 8 12 13
10 : 7 11 12 13
11 : 8 10 12 13
12 : 9 10 11 13
13 : 9 10 11 12

50. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 9
7 : 5 6 8 10
8 : 5 7 10 11
9 : 6 11 12 13
10 : 7 8 12 13
11 : 8 9 12 13
12 : 9 10 11 13
13 : 9 10 11 12

51. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 9
7 : 5 6 8 10
8 : 5 7 11 12
9 : 6 10 11 13
10 : 7 9 12 13
11 : 8 9 12 13
12 : 8 10 11 13
13 : 9 10 11 12

52. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 9
7 : 5 6 8 10
8 : 5 7 11 12
9 : 6 11 12 13
10 : 7 11 12 13
11 : 8 9 10 13
12 : 8 9 10 13
13 : 9 10 11 12

53. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 9
7 : 5 6 10 11
8 : 5 9 10 11
9 : 6 8 12 13
10 : 7 8 12 13
11 : 7 8 12 13
12 : 9 10 11 13
13 : 9 10 11 12

54. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 9
7 : 5 6 10 11
8 : 5 9 10 12
9 : 6 8 11 13
10 : 7 8 12 13
11 : 7 9 12 13
12 : 8 10 11 13
13 : 9 10 11 12

55. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 9
7 : 5 6 10 11
8 : 5 9 10 12
9 : 6 8 12 13
10 : 7 8 11 13
11 : 7 10 12 13
12 : 8 9 11 13
13 : 9 10 11 12

56. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 9
7 : 5 6 10 11
8 : 5 9 12 13
9 : 6 8 12 13
10 : 7 11 12 13
11 : 7 10 12 13
12 : 8 9 10 11
13 : 8 9 10 11

57. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 9
7 : 5 6 10 11
8 : 5 10 11 12
9 : 6 10 12 13
10 : 7 8 9 13
11 : 7 8 12 13
12 : 8 9 11 13
13 : 9 10 11 12

58. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 9
7 : 5 6 10 11
8 : 5 10 12 13
9 : 6 10 12 13
10 : 7 8 9 11
11 : 7 10 12 13
12 : 8 9 11 13
13 : 8 9 11 12

59. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 9
7 : 5 6 10 11
8 : 5 10 12 13
9 : 6 11 12 13
10 : 7 8 11 12
11 : 7 9 10 13
12 : 8 9 10 13
13 : 8 9 11 12

60. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 7 9
7 : 5 6 10 11
8 : 5 10 12 13
9 : 6 11 12 13
10 : 7 8 12 13
11 : 7 9 12 13
12 : 8 9 10 11
13 : 8 9 10 11

61. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 9 10
8 : 5 7 11 12
9 : 6 7 11 13
10 : 6 7 12 13
11 : 8 9 12 13
12 : 8 10 11 13
13 : 9 10 11 12

62. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 9 11
8 : 5 7 9 12
9 : 6 7 8 13
10 : 6 11 12 13
11 : 7 10 12 13
12 : 8 10 11 13
13 : 9 10 11 12

63. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 9 11
8 : 5 7 10 11
9 : 6 7 12 13
10 : 6 8 12 13
11 : 7 8 12 13
12 : 9 10 11 13
13 : 9 10 11 12

64. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 9 11
8 : 5 7 10 12
9 : 6 7 11 13
10 : 6 8 12 13
11 : 7 9 12 13
12 : 8 10 11 13
13 : 9 10 11 12

65. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 9 11
8 : 5 7 10 12
9 : 6 7 12 13
10 : 6 8 11 13
11 : 7 10 12 13
12 : 8 9 11 13
13 : 9 10 11 12

66. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 9 11
8 : 5 7 11 12
9 : 6 7 10 13
10 : 6 9 12 13
11 : 7 8 12 13
12 : 8 10 11 13
13 : 9 10 11 12

67. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 9 11
8 : 5 7 11 12
9 : 6 7 12 13
10 : 6 11 12 13
11 : 7 8 10 13
12 : 8 9 10 13
13 : 9 10 11 12

68. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 9 11
8 : 5 7 12 13
9 : 6 7 10 11
10 : 6 9 12 13
11 : 7 9 12 13
12 : 8 10 11 13
13 : 8 10 11 12

69. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 9 11
8 : 5 7 12 13
9 : 6 7 10 12
10 : 6 9 11 13
11 : 7 10 12 13
12 : 8 9 11 13
13 : 8 10 11 12

70. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 9 11
8 : 5 7 12 13
9 : 6 7 11 12
10 : 6 11 12 13
11 : 7 9 10 13
12 : 8 9 10 13
13 : 8 10 11 12

71. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 9 11
8 : 5 7 12 13
9 : 6 7 12 13
10 : 6 11 12 13
11 : 7 10 12 13
12 : 8 9 10 11
13 : 8 9 10 11

72. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 11 12
8 : 5 7 11 12
9 : 6 10 11 13
10 : 6 9 12 13
11 : 7 8 9 13
12 : 7 8 10 13
13 : 9 10 11 12

73. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 11 12
8 : 5 7 11 13
9 : 6 10 11 12
10 : 6 9 12 13
11 : 7 8 9 13
12 : 7 9 10 13
13 : 8 10 11 12

74. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 8 11 12
8 : 5 7 11 13
9 : 6 11 12 13
10 : 6 11 12 13
11 : 7 8 9 10
12 : 7 9 10 13
13 : 8 9 10 12

75. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 9 10 11
8 : 5 9 11 12
9 : 6 7 8 13
10 : 6 7 12 13
11 : 7 8 12 13
12 : 8 10 11 13
13 : 9 10 11 12

76. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 9 10 11
8 : 5 9 12 13
9 : 6 7 8 11
10 : 6 7 12 13
11 : 7 9 12 13
12 : 8 10 11 13
13 : 8 10 11 12

77. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 9 10 11
8 : 5 9 12 13
9 : 6 7 8 12
10 : 6 7 11 13
11 : 7 10 12 13
12 : 8 9 11 13
13 : 8 10 11 12

78. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 9 10 11
8 : 5 11 12 13
9 : 6 7 11 12
10 : 6 7 12 13
11 : 7 8 9 13
12 : 8 9 10 13
13 : 8 10 11 12

79. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 9 10 11
8 : 5 11 12 13
9 : 6 7 12 13
10 : 6 7 12 13
11 : 7 8 12 13
12 : 8 9 10 11
13 : 8 9 10 11

80. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 9 11 12
8 : 5 10 11 12
9 : 6 7 11 13
10 : 6 8 12 13
11 : 7 8 9 13
12 : 7 8 10 13
13 : 9 10 11 12

81. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 9 11 12
8 : 5 10 11 13
9 : 6 7 11 12
10 : 6 8 12 13
11 : 7 8 9 13
12 : 7 9 10 13
13 : 8 10 11 12

82. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 9 11 12
8 : 5 10 11 13
9 : 6 7 11 13
10 : 6 8 12 13
11 : 7 8 9 12
12 : 7 10 11 13
13 : 8 9 10 12

83. Graph gelesen

1 : 2 3 4 5
2 : 1 3 4 5
3 : 1 2 4 6
4 : 1 2 3 6
5 : 1 2 7 8
6 : 3 4 9 10
7 : 5 9 11 12
8 : 5 11 12 13
9 : 6 7 11 13
10 : 6 11 12 13
11 : 7 8 9 10
12 : 7 8 10 13
13 : 8 9 10 12

84. Graph gelesen

1 : 2 3 4 5
